"","X","pre_average_NTL","pre_average_LTDR","pre_max_LTDR","pre_min_temp","pre_max_temp","pre_average_temp","pre_max_precip","pre_min_precip","pre_average_precip","post_implementation_time","year","dist_to_all_rivers.na.mean","dist_to_roads.na.mean","srtm_elevation_500m.na.mean","srtm_slope_500m.na.mean","accessibility_map.na.mean","gpw_v3_density.2000.mean","wdpa_5km.na.sum","treecover2000.na.mean","treatment","latitude","longitude","total_disbursements","MultiFocal","cover_outcome","udel_precip_v4_01_yearly_max.2002.mean","udel_precip_v4_01_yearly_min.2002.mean","udel_precip_v4_01_yearly_mean.2002.mean","udel_air_temp_v4_01_yearly_max.2002.mean","udel_air_temp_v4_01_yearly_min.2002.mean","udel_air_temp_v4_01_yearly_mean.2002.mean","v4composites_calibrated.2002.mean","ltdr_yearly_ndvi_mean.2002.mean","preFrag_avg","mean_patch_size2014","pred_trt"
"31",58,1.917240080949,1900.00658758828,4835.62936085621,24.3724137931034,30.2258620689655,27.966882183908,184.794827586207,0,36.1489224137931,4,2010,2441.67895507812,377.969787597656,42.3148300721,0.182014837861,118.527463651,163.00732421875,0,0.0631335833143,1,14.8500923689416,-15.88333,5029337.80386,0,NA,129.25,0,34.5666666666667,29.975,24.975,28.41875,2.21345147,1865.8157959,0,0,-57708.7539117459
"32",57,0.408137960373947,1911.76872306069,5085.52534011345,24.5887931034483,31.2801724137931,28.532974137931,180.616379310345,0,38.1392959770115,4,2010,3393.236328125,740.831970214844,53.414789674,0.141721114516,178.993949173,75.9963073730469,1,0.0162728782966,1,15.0509938533491,-15.7156,5029337.80386,0,0,113.5,0,31.66875,31.15,25.075,28.9979166666667,0.460796139928,1859.35961914,0,0,-57708.7539117459
"33",56,0.386112718566316,1469.80955768517,4136.82184469276,24.635632183908,29.3712643678161,27.5547892720306,268.93908045977,0,58.7244252873563,4,2010,2379.77392578125,2328.43920898438,5.04393716249,0.166107490659,215.106847984,85.6234359741211,1,2.00731949791,1,14.1334171542071,-16.66667,5029337.80386,0,0.000135354629128316,245.566666666667,0,64.1277777777778,29.2333333333333,25.4333333333333,27.8055555555556,0.498187676198,1557.21679688,0,0,-57708.7539117459
"34",59,1.92241762427789,1622.96357884897,4088.04269935379,23.4896551724138,28.4327586206897,26.4727011494253,209.377586206897,0,40.4594827586207,4,2010,2796.19653320312,445.544708251953,40.5616126585,0.262958168983,122.801702128,116.251983642578,0,0.086977985687,1,15.0765940432338,-16.7602,5029337.80386,0,0,160.9,0,38.975,28.35,24.25,26.6833333333333,2.36469642139,1829.64807129,0,0,-57708.7539117459
"35",60,2.63364563240526,1828.65631313966,4672.23069605345,23.3770114942529,28.4402298850575,26.3523946360153,233.105747126437,0,47.4140804597701,4,2010,2508.25634765625,365.319702148438,40.7892621599,0.424305230379,101.299110752,255.600738525391,0,1.3733785279,1,14.7000912671879,-16.88333,5029337.80386,0,NA,175.6,0,45.8694444444444,28.4666666666667,24,26.55,2.68304470399,2034.65905762,0,0,-57708.7539117459
"36",55,0.00544038036503158,2072.17660627759,5575.55374461207,25.2655172413793,30.8198275862069,28.440158045977,229.394827586207,0,51.7015086206897,4,2010,2557.28857421875,523.200134277344,33.9793003519,0.357265561819,221.165581774,65.1487808227539,1,1.82631252639,1,13.8334150072816,-15.41667,5029337.80386,0,0.040650406504065,210.525,0,55.0979166666667,30.55,26.025,28.7791666666667,0,2119.63623047,0,0,-57708.7539117459
"37",54,1.13392325964911,1997.61652663724,5286.79800309793,25.1146551724138,29.9836206896552,28.1001436781609,254.235344827586,0,54.6119252873563,4,2010,1776.65478515625,505.091766357422,18.667700579,0.226696491241,83.8678861789,105.012382507324,0,1.10968152808,1,14.0667566753708,-15.93333,5029337.80386,0,NA,255.775,0,62.4229166666667,29.6,25.9,28.38125,1.27569528416,1991.6583252,0,0,-57708.7539117459
"38",62,0.888360758577647,1826.58775046963,6421.34581163222,21.5703703703704,23.0444444444444,22.4228395061728,401.781481481481,80.9314814814815,213.443209876543,6,2008,4525.263671875,3796.9228515625,200.476582761,4.67827320099,363.347462687,16.5793476104736,2,60.6438471884,1,9.43005554767185,-82.52,3584596.47685,1,0.033273566697702,498.35,119.65,225.258333333333,23.35,22.3,22.8541666666667,1.15463494668,1897.97509766,7735070,6787330,98662106.503639
"39",81,3.37055147271545,2657.37779017762,6724.49453590048,-8.55873015873016,17.3230158730159,4.89186507936508,118.722222222222,11.1380952380952,53.4580026455026,12,2002,1748.17248535156,2010.6572265625,1509.87416734,5.93636226654,164.924252069,51.933406829834,1,1.88603761047,1,40.7534289278118,73.41527,2560426.0549,0,0.00101339351010259,107.783333333333,12.9333333333333,49.7069444444444,17.4,-9.21666666666667,5.35555555555556,3.45671546785,3273.03955078,35300,35280,-57708.7539117459
"40",71,11.3743775332845,2320.17235165571,5675.95408993524,-1.66547619047619,25.9916666666667,12.8460317460317,91.8678571428571,5.44761904761905,38.4611111111111,12,2002,1767.05419921875,2409.4404296875,780.49732577,2.59664297104,130.035838884,281.622344970703,0,0.577555476372,1,40.9946267120974,72.54603,2560426.0549,0,0.0033064617710039,85.975,7.525,37.3395833333333,25.75,-2.25,13.43125,10.9977707006,2711.02368164,23355,22635,-57708.7539117459
"41",74,8.11572606214546,2358.13134765619,5879.61185128333,-2.84404761904762,23.7333333333333,10.9734126984127,116.717857142857,8.36666666666667,51.9395833333333,12,2002,1716.50122070312,2461.72680664062,1022.20373665,3.93242835999,143.677960735,123.347999572754,0,3.69151150151,1,41.0534586334554,72.79827,2560426.0549,0,0.000619181594012405,102.425,9.5,47.0875,23.65,-3.675,11.4916666666667,7.84083703234,2788.83349609,15075,15075,-57708.7539117459
"42",78,3.80063034929545,2543.08761160714,6467.68711635,-7.11785714285714,19.0666666666667,6.51388888888889,116.128571428571,9.83809523809524,51.9785714285714,12,2002,1976.66955566406,2019.00866699219,1384.87268594,5.20788145065,150.12611465,72.7341384887695,1,0.688027157943,1,40.7704294716348,73.30068,2560426.0549,0,0.00212293014311047,103.975,11,47.99375,19,-7.85,6.95833333333333,3.99236641221,3132.90649414,24373.8,24241,-57708.7539117459
"43",68,8.83089758343273,2302.2884114581,5726.90162295333,-1.66547619047619,25.9916666666667,12.8460317460317,91.8678571428571,5.44761904761905,38.4611111111111,12,2002,1963.0791015625,2494.47827148438,889.206517345,3.4414305687,145.475420235,175.130661010742,0,1.74934788426,1,41.0394281744282,72.59018,2560426.0549,0,0.00127287191726333,85.975,7.525,37.3395833333333,25.75,-2.25,13.43125,8.58987341772,2710.11914062,16920,14040,-57708.7539117459
"44",82,14.9872941449,2217.77991885143,5632.39914667143,-3.87047619047619,22.7666666666667,10.0820634920635,99.6285714285714,7.24952380952381,43.6690476190476,12,2002,1578.73278808594,2352.154296875,960.791775033,2.32963991165,107.13994262,255.887817382812,1,0.113678745219,1,40.7062674229905,72.95695,2560426.0549,0,0.00717846460618146,86.86,9.48,41.4683333333333,22.58,-4.42,10.5133333333333,13.5485514167,2619.90649414,23785.7,23785.7,-57708.7539117459
"45",76,1.27897159274045,1279.37711588476,4081.31118629048,-6.80238095238095,19.8428571428571,6.84662698412698,58.1928571428571,2.37142857142857,23.0561507936508,12,2002,2598.95874023438,3308.60961914062,1754.25468288,10.1275072098,398.375482625,28.892110824585,0,1.29533455141,1,39.9424638095088,70.93051,2560426.0549,0,0.00244897959183673,59.65,1.25,27.6,19.625,-6.425,7.82708333333333,1.59787165431,1412.73962402,60498.2333333333,60460.7,-57708.7539117459
"46",73,10.3746146088555,2363.61143275714,5828.15450613762,-2.84404761904762,23.7333333333333,10.9734126984127,116.717857142857,8.36666666666667,51.9395833333333,12,2002,1557.7431640625,2351.38256835938,932.28318226,3.11418581009,134.658536585,145.30403137207,0,2.548521735,1,41.0119172758502,72.81554,2560426.0549,0,0.000779324055666004,102.425,9.5,47.0875,23.65,-3.675,11.4916666666667,9.84881141046,2796.96484375,16650,16650,-57708.7539117459
"47",87,0.140534224789882,1728.40105329143,4048.74454752619,6.475,24.7642857142857,15.346626984127,76.9809523809524,0.839285714285714,26.005753968254,12,2002,2417.56640625,3192.49462890625,1640.6103908,9.3295841217,177.620294012,69.4931335449219,1,2.43637075557,1,31.4301032540258,-7.40854,860459.257608,1,0.00526362271482823,85.9,2.325,26.9104166666667,23.875,8.8,15.95,0.257051053195,1850.41357422,151494.333333333,150803,-57708.7539117459
"48",91,11.7294770388665,1991.00197573,4454.93523943926,1.86759259259259,30.9092592592593,16.5363425925926,64.6916666666667,0.012962962962963,18.8797839506173,6,2008,2138.95190429688,3145.27978515625,340.554649809,0.180670574307,106.82247557,149.820388793945,0,0.0324426640842,1,39.0379375885156,65.585,3072511.26587,0,0.00839454354669465,95.7,0,27.4145833333333,30.3,-0.6,17.0333333333333,11.9549608355,2269.84741211,26050,16200,-57708.7539117459
"49",107,0.0829666641807545,1848.60732305714,6273.14567057238,NA,NA,NA,NA,NA,NA,12,2002,2638.21484375,19564.162109375,274.654522414,6.2203874588,404.004347826,178.406997680664,0,49.6868370602,1,10.6234631963047,125.0552,970794.78319,0,0.0255222059345771,NA,NA,NA,NA,NA,NA,0.221493027071,1733.12402344,4104386.66666667,3873100,222546.721641834
"50",110,0.245398773006227,1879.13570149762,6252.05626860238,NA,NA,NA,NA,NA,NA,12,2002,2786.30126953125,100819.1484375,216.148655178,5.29293346405,347.963476071,208.239852905273,0,46.7612093165,1,10.7333939120188,125.01667,970794.78319,0,0.0435397388008643,NA,NA,NA,NA,NA,NA,0.516155419223,1801.2857666,2745000,2697380,222546.721641834
"51",111,2.29950669485618,2299.73933338,7216.91773623524,24.6833333333333,27.5,26.2293650793651,441.483333333333,66.3452380952381,201.266666666667,12,2002,2627.87841796875,99626.3203125,216.212914679,3.79220819473,243.997824195,375.810302734375,1,59.19892526,1,11.1336765350555,124.835,970794.78319,0,0.10282186347787,388.75,98.3,216.5875,27.85,24.95,26.3666666666667,3.18196654427,2281.74658203,1677806.66666667,1641580,222546.721641834
"52",117,0.235694366982891,1916.06796991381,6431.8840913319,NA,NA,NA,NA,NA,NA,12,2002,2954.69653320312,123657.171875,235.422279401,5.58807897568,371.852071006,193.754440307617,0,50.5792890121,1,10.7060637338986,125.0057,970794.78319,0,0.0357079673646089,NA,NA,NA,NA,NA,NA,0.475255623722,1827.76025391,3402246.66666667,3337990,222546.721641834
"53",114,0.226936026936091,2329.55598377143,7396.16803850381,22.9,25.0571428571429,23.9533068783069,351.209523809524,67.7301587301587,183.284391534392,12,2002,1917.90417480469,18237.162109375,754.646873026,8.52924728394,625.443438914,82.917724609375,0,66.4827328162,1,8.18476778048985,125.30917,970794.78319,0,0.0306852307396414,357.366666666667,74.8,196.158333333333,25.2,23.2333333333333,24.2611111111111,0.459259259259,2535.88256836,1310940,1270420,222546.721641834
"54",118,1.60345402660927,1871.22666713238,6122.14229910762,24.6833333333333,27.5,26.2293650793651,441.483333333333,66.3452380952381,201.266666666667,12,2002,2652.20947265625,19845.423828125,101.217106569,2.21054840088,200.405718702,365.453002929688,1,29.368341775,1,11.0500659849252,125.01667,970794.78319,0,0.168739132725644,388.75,98.3,216.5875,27.85,24.95,26.3666666666667,2.22543823889,1853.07788086,716965.333333333,714254,222546.721641834
"55",109,0.259927392492318,2351.3189581019,7380.20651971667,22.9,25.0571428571429,23.9533068783069,351.209523809524,67.7301587301587,183.284391534392,12,2002,1884.29272460938,16382.1396484375,748.93374763,8.01794052124,535.704480066,91.5727462768555,0,59.9505635004,1,8.15893762146405,125.2825,970794.78319,0,0.0301082575140598,357.366666666667,74.8,196.158333333333,25.2,23.2333333333333,24.2611111111111,0.58295594895,2558.00561523,761848.666666667,719320,222546.721641834
"56",108,0.4037828947369,2147.85049874333,7064.75239490476,21.615873015873,23.868253968254,22.6777777777778,339.17619047619,45.7888888888889,169.190608465608,12,2002,2573.658203125,9370.076171875,898.185809033,7.04299402237,370.674485597,100.44815826416,1,48.815031097,1,8.19560784725164,125.14472,970794.78319,0,0.0263361525481497,382.666666666667,53.7,181.411111111111,23.9,21.8,22.9,0.902960526316,2335.17358398,568644.333333333,511938,222546.721641834
"57",103,0.0571481688046273,1428.33977980857,4947.23583984381,NA,NA,NA,NA,NA,NA,12,2002,2422.29736328125,26260.521484375,253.695472249,5.87946796417,403.307326356,164.59423828125,0,30.983324039,1,10.6405633075072,125.1388,970794.78319,0,0.0228385531421816,NA,NA,NA,NA,NA,NA,0.171779141104,1304.21704102,7013483.33333333,6319990,222546.721641834
"58",113,1.94747969288945,1424.4449521019,5320.00739397286,25.6142857142857,28.3857142857143,27.1611111111111,428.404761904762,65.447619047619,201.151984126984,12,2002,4049.93603515625,368221.03125,88.3938345392,3.10229539871,142.405405405,305.100463867188,0,17.1703302239,1,10.9167351101078,124.45,970794.78319,0,0.0687708341212255,371.2,78.4,213.275,28.9,25.8,27.2333333333333,2.31048551612,1518.0670166,2134800,2009210,222546.721641834
"59",119,0.688053097345438,1330.42366379923,3660.90054086615,0.690384615384615,28.0259615384615,14.3762019230769,56.5038461538462,2.99807692307692,21.1833333333333,7,2007,2568.24560546875,2927.17529296875,867.239855499,5.20108747482,229.042861853,5.66164016723633,0,0.277050445369,1,38.4789922623418,57.03345,1048612.60486,0,8.21557673348669e-05,59.275,2.575,24.8770833333333,28.05,-2.775,14.7333333333333,1.30711242216,1421.82897949,24787.5,24787.5,-57708.7539117459
"60",121,11.9841362126313,1844.33625206577,4218.32023738,2.78846153846154,30.6625,17.1391826923077,44.15,0.00673076923076923,12.0659455128205,7,2007,2238.23120117188,4143.93994140625,207.661238338,0.101425789297,74.75249501,77.7399520874023,0,0.00572806574693,1,37.6639110265365,61.66007,1048612.60486,0,0,66.45,0,18.7791666666667,30.3,1.425,17.8958333333333,12.3172757475,1988.21057129,0,0,-57708.7539117459
